    (4624, 'Bjørnafjorden', 60.2, 5.5),
    (4625, 'Austevoll', 60.09, 5.23),
    (4626, 'Øygarden', 60.58, 4.93),
    (4627, 'Askøy', 60.4, 5.18),
    (4628, 'Vaksdal', 60.48, 5.74),
    (4629, 'Modalen', 60.82, 5.82),
    (4630, 'Osterøy', 60.53, 5.47),
    (4631, 'Alver', 60.65, 5.25),
    (4632, 'Austrheim', 60.77, 5.02),
    (4633, 'Fedje', 60.78, 4.71),
    (4634, 'Masfjorden', 60.9, 5.4),
    (4635, 'Gulen', 60.99, 5.05),
    (4636, 'Solund', 61.08, 4.83),
    (4637, 'Hyllestad', 61.17, 5.3),
    (4638, 'Høyanger', 61.22, 6.08),
    (4639, 'Vik', 61.09, 6.57),
    (4640, 'Sogndal', 61.229, 7.101),
    (4641, 'Aurland', 60.91, 7.19),
    (4642, 'Lærdal', 61.1, 7.47),
    (4643, 'Årdal', 61.25, 7.7),
    (4644, 'Luster', 61.53, 7.47),
    (4645, 'Askvoll', 61.35, 5.07),
    (4646, 'Fjaler', 61.24, 5.28),
    (4647, 'Sunnfjord', 61.45, 5.9),
    (4648, 'Bremanger', 61.77, 5.5),
    (4649, 'Stad', 62.03, 5.15),
    (4650, 'Gloppen', 61.77, 6.22),
    (4651, 'Stryn', 61.9, 6.72),
    (1505, 'Kristiansund', 63.11, 7.73),
    (1506, 'Molde', 62.737, 7.16),
    (1508, 'Ålesund', 62.472, 6.154),
    (1511, 'Vanylven', 62.0, 5.63),
    (1514, 'Sande', 62.2, 5.55),
    (1515, 'Herøy', 62.37, 5.65),
    (1516, 'Ulstein', 62.35, 5.85),
    (1517, 'Hareid', 62.37, 6.02),
    (1520, 'Ørsta', 62.2, 6.12),
    (1525, 'Stranda', 62.31, 6.94),
    (1528, 'Sykkylven', 62.39, 6.58),
    (1531, 'Sula', 62.43, 6.1),
    (1532, 'Giske', 62.5, 6.1),
    (1535, 'Vestnes', 62.62, 7.09),
    (1539, 'Rauma', 62.56, 7.67),
    (1547, 'Aukra', 62.8, 6.9),
    (1554, 'Averøy', 63.03, 7.55),
    (1557, 'Gjemnes', 62.93, 7.73),
    (1560, 'Tingvoll', 62.91, 8.2),
    (1563, 'Sunndal', 62.67, 8.56),
    (1566, 'Surnadal', 62.97, 8.72),
    (1573, 'Smøla', 63.43, 8.0),
    (1576, 'Aure', 63.05, 8.6),
    (1577, 'Volda', 62.147, 6.074),
    (1578, 'Fjord', 62.3, 7.26),
    (1579, 'Hustadvika', 62.87, 7.14),
    (1580, 'Haram', 62.63, 6.4),
    (5001, 'Trondheim', 63.4305, 10.3951),
    (5006, 'Steinkjer', 64.0149, 11.4954),
    (5007, 'Namsos', 64.4667, 11.495),
    (5014, 'Frøya', 63.726, 8.827),
    (5020, 'Osen', 64.3, 10.51),
    (5021, 'Oppdal', 62.594, 9.69),
    (5022, 'Rennebu', 62.83, 10.02),
    (5025, 'Røros', 62.575, 11.38),
    (5026, 'Holtålen', 62.95, 11.27),
    (5027, 'Midtre Gauldal', 63.03, 10.3),
    (5028, 'Melhus', 63.3, 10.28),
    (5029, 'Skaun', 63.26, 10.07),
    (5031, 'Malvik', 63.43, 10.68),
    (5032, 'Selbu', 63.23, 11.04),
    (5033, 'Tydal', 63.06, 11.87),
    (5034, 'Meråker', 63.42, 11.74),
    (5035, 'Stjørdal', 63.47, 10.92),
    (5036, 'Frosta', 63.59, 10.74),
    (5037, 'Levanger', 63.746, 11.299),
    (5038, 'Verdal', 63.793, 11.48),
    (5041, 'Snåsa', 64.25, 12.38),
    (5042, 'Lierne', 64.45, 13.59),
    (5043, 'Røyrvik', 64.89, 13.56),
    (5044, 'Namsskogan', 64.92, 13.16),
    (5045, 'Grong', 64.465, 12.315),
    (5046, 'Høylandet', 64.63, 12.3),
    (5047, 'Overhalla', 64.49, 11.95),
    (5049, 'Flatanger', 64.45, 10.95),
    (5052, 'Leka', 65.09, 11.7),
    (5053, 'Inderøy', 63.87, 11.3),
    (5054, 'Indre Fosen', 63.57, 10.28),
    (5055, 'Heim', 63.2, 9.05),
    (5056, 'Hitra', 63.6, 8.86),
    (5057, 'Ørland', 63.7, 9.67),
    (5058, 'Åfjord', 64.0, 10.3),
    (5059, 'Orkland', 63.3, 9.8),
    (5060, 'Nærøysund', 64.86, 11.24),
    (5061, 'Rindal', 63.05, 9.22),
    (1804, 'Bodø', 67.28, 14.405),
    (1806, 'Narvik', 68.438, 17.427),
    (1811, 'Bindal', 65.09, 12.6),
    (1812, 'Sømna', 65.31, 12.1),
    (1813, 'Brønnøy', 65.46, 12.21),
    (1815, 'Vega', 65.68, 11.95),
    (1816, 'Vevelstad', 65.66, 12.42),
    (1818, 'Herøy', 65.99, 12.3),
    (1820, 'Alstahaug', 66.02, 12.63),
    (1822, 'Leirfjord', 66.07, 13.12),
    (1824, 'Vefsn', 65.84, 13.19),
    (1825, 'Grane', 65.48, 13.87),
    (1826, 'Hattfjelldal', 65.59, 13.99),
    (1827, 'Dønna', 66.1, 12.53),
    (1828, 'Nesna', 66.2, 13.02),
    (1832, 'Hemnes', 66.08, 13.81),
    (1833, 'Rana', 66.375, 14.14),
    (1834, 'Lurøy', 66.4, 12.8),
    (1835, 'Træna', 66.5, 12.1),
    (1836, 'Rødøy', 66.7, 13.0),
    (1837, 'Meløy', 66.87, 13.8),
    (1838, 'Gildeskål', 67.03, 14.07),
    (1839, 'Beiarn', 67.0, 14.7),
    (1840, 'Saltdal', 67.1, 15.6),
    (1841, 'Fauske', 67.26, 15.39),
    (1845, 'Sørfold', 67.35, 15.6),
    (1848, 'Steigen', 67.77, 15.01),
    (1851, 'Lødingen', 68.41, 15.99),
    (1853, 'Evenes', 68.52, 16.68),
    (1856, 'Røst', 67.52, 12.1),
    (1857, 'Værøy', 67.66, 12.68),
    (1859, 'Flakstad', 68.08, 13.22),
    (1860, 'Vestvågøy', 68.15, 13.61),
    (1865, 'Vågan', 68.23, 14.56),
    (1866, 'Hadsel', 68.56, 14.92),
    (1867, 'Bø', 68.62, 14.47),
    (1868, 'Øksnes', 68.92, 15.25),
    (1870, 'Sortland', 68.7, 15.41),
    (1871, 'Andøy', 69.08, 15.64),
    (1874, 'Moskenes', 67.93, 12.97),
    (1875, 'Hamarøy', 68.1, 15.5),
    (5501, 'Tromsø', 69.649, 18.955),
    (5503, 'Harstad', 68.798, 16.541),
    (5510, 'Kvæfjord', 68.77, 16.05),
    (5512, 'Tjeldsund', 68.54, 16.6),
    (5514, 'Ibestad', 68.8, 17.25),
    (5516, 'Gratangen', 68.68, 17.54),
    (5518, 'Lavangen', 68.73, 17.83),
    (5520, 'Bardu', 68.86, 18.35),
    (5522, 'Salangen', 68.87, 17.85),
    (5524, 'Målselv', 69.05, 18.55),
    (5526, 'Sørreisa', 69.15, 18.15),
    (5528, 'Dyrøy', 69.1, 17.85),
    (5530, 'Senja', 69.3, 17.0),
    (5532, 'Balsfjord', 69.32, 19.2),
    (5534, 'Karlsøy', 69.7, 19.6),
    (5536, 'Lyngen', 69.58, 20.2),
    (5538, 'Storfjord', 69.25, 20.3),
    (5540, 'Kåfjord', 69.61, 20.55),
    (5542, 'Skjervøy', 70.03, 20.97),
    (5544, 'Nordreisa', 69.8, 21.2),
    (5546, 'Kvænangen', 69.92, 22.1),
    (5601, 'Alta', 69.968, 23.271),
    (5603, 'Hammerfest', 70.663, 23.682),
